Date,SKU,DCID,OnHandUnits,SafetyStockUnits
2025-10-01,V-CIT-12,DC-CEN,0,45781
2025-10-01,V-CIT-12,DC-WEST,0,26161
2025-10-01,V-BER-12,DC-EAST,155716,41579
2025-10-01,V-BER-12,DC-CEN,121113,32339
2025-10-01,V-BER-12,DC-WEST,69207,18480
2025-10-01,V-TRO-12,DC-EAST,128371,29137
2025-10-01,V-TRO-12,DC-CEN,99844,22662
2025-10-01,V-TRO-12,DC-WEST,57054,12950
2025-10-01,V-CIT-24,DC-EAST,134685,32942
2025-10-01,V-CIT-24,DC-CEN,104755,25621
2025-10-01,V-CIT-24,DC-WEST,59860,14641
2025-10-01,V-BER-24,DC-EAST,114729,26782
2025-10-01,V-BER-24,DC-CEN,89234,20831
2025-10-01,V-BER-24,DC-WEST,50991,11903
2025-10-01,V-GIN-12,DC-EAST,86998,21378
2025-10-01,V-GIN-12,DC-CEN,67665,16628
2025-10-01,V-GIN-12,DC-WEST,38666,9502
2025-10-01,V-MEL-24,DC-EAST,143032,25250
2025-10-01,V-MEL-24,DC-CEN,111247,19639
2025-10-01,V-MEL-24,DC-WEST,63570,11222
2025-10-01,V-COC-24,DC-EAST,93552,22037
2025-10-01,V-COC-24,DC-CEN,72763,17140
2025-10-01,V-COC-24,DC-WEST,41579,9794
2025-11-01,V-CIT-12,DC-EAST,0,57297
2025-11-01,V-CIT-12,DC-CEN,0,44564
2025-11-01,V-CIT-12,DC-WEST,0,25465
2025-11-01,V-BER-12,DC-EAST,158695,41751
2025-11-01,V-BER-12,DC-CEN,123430,32473
2025-11-01,V-BER-12,DC-WEST,70531,18556
2025-11-01,V-TRO-12,DC-EAST,130634,28874
2025-11-01,V-TRO-12,DC-CEN,101604,22457
2025-11-01,V-TRO-12,DC-WEST,58060,12833
2025-11-01,V-CIT-24,DC-EAST,137390,32737
2025-11-01,V-CIT-24,DC-CEN,106859,25462
2025-11-01,V-CIT-24,DC-WEST,61062,14550
2025-11-01,V-BER-24,DC-EAST,115670,26361
2025-11-01,V-BER-24,DC-CEN,89966,20503
2025-11-01,V-BER-24,DC-WEST,51409,11716
2025-11-01,V-GIN-12,DC-EAST,90368,21186
2025-11-01,V-GIN-12,DC-CEN,70286,16478
2025-11-01,V-GIN-12,DC-WEST,40164,9416
2025-11-01,V-MEL-24,DC-EAST,147299,24710
2025-11-01,V-MEL-24,DC-CEN,114566,19219
2025-11-01,V-MEL-24,DC-WEST,65466,10982
2025-11-01,V-COC-24,DC-EAST,95349,22133
2025-11-01,V-COC-24,DC-CEN,74161,17215
2025-11-01,V-COC-24,DC-WEST,42377,9837
2025-12-01,V-CIT-12,DC-EAST,0,62453
2025-12-01,V-CIT-12,DC-CEN,0,48574
2025-12-01,V-CIT-12,DC-WEST,0,27757
2025-12-01,V-BER-12,DC-EAST,165853,45291
2025-12-01,V-BER-12,DC-CEN,128997,35226
2025-12-01,V-BER-12,DC-WEST,73713,20129
2025-12-01,V-TRO-12,DC-EAST,131043,31535
2025-12-01,V-TRO-12,DC-CEN,101923,24528
2025-12-01,V-TRO-12,DC-WEST,58241,14016
2025-12-01,V-CIT-24,DC-EAST,142243,35224
2025-12-01,V-CIT-24,DC-CEN,110633,27396
2025-12-01,V-CIT-24,DC-WEST,63219,15655
2025-12-01,V-BER-24,DC-EAST,116691,28437
2025-12-01,V-BER-24,DC-CEN,90760,22118
2025-12-01,V-BER-24,DC-WEST,51863,12639
2025-12-01,V-GIN-12,DC-EAST,90837,22606
2025-12-01,V-GIN-12,DC-CEN,70651,17583
2025-12-01,V-GIN-12,DC-WEST,40372,10047
2025-12-01,V-MEL-24,DC-EAST,153046,25682
2025-12-01,V-MEL-24,DC-CEN,119036,19975
2025-12-01,V-MEL-24,DC-WEST,68020,11414
2025-12-01,V-COC-24,DC-EAST,96661,23811
2025-12-01,V-COC-24,DC-CEN,75181,18519
2025-12-01,V-COC-24,DC-WEST,42960,10582
2026-01-01,V-CIT-12,DC-EAST,0,58464
2026-01-01,V-CIT-12,DC-CEN,0,45472
2026-01-01,V-CIT-12,DC-WEST,0,25984
2026-01-01,V-BER-12,DC-EAST,169883,42015
2026-01-01,V-BER-12,DC-CEN,132132,32679
2026-01-01,V-BER-12,DC-WEST,75504,18673
2026-01-01,V-TRO-12,DC-EAST,134762,28305
2026-01-01,V-TRO-12,DC-CEN,104815,22015
2026-01-01,V-TRO-12,DC-WEST,59894,12580
2026-01-01,V-CIT-24,DC-EAST,146802,32518
2026-01-01,V-CIT-24,DC-CEN,114179,25292
2026-01-01,V-CIT-24,DC-WEST,65245,14452
2026-01-01,V-BER-24,DC-EAST,119634,25963
2026-01-01,V-BER-24,DC-CEN,93049,20193
2026-01-01,V-BER-24,DC-WEST,53171,11539
2026-01-01,V-GIN-12,DC-EAST,93028,20544
2026-01-01,V-GIN-12,DC-CEN,72355,15979
2026-01-01,V-GIN-12,DC-WEST,41346,9131
2026-01-01,V-MEL-24,DC-EAST,159151,23677
2026-01-01,V-MEL-24,DC-CEN,123784,18415
2026-01-01,V-MEL-24,DC-WEST,70734,10523
2026-01-01,V-COC-24,DC-EAST,99399,21381
2026-01-01,V-COC-24,DC-CEN,77311,16629
2026-01-01,V-COC-24,DC-WEST,44178,9503
2026-02-01,V-CIT-12,DC-EAST,0,59340
2026-02-01,V-CIT-12,DC-CEN,0,46153
2026-02-01,V-CIT-12,DC-WEST,0,26373
2026-02-01,V-BER-12,DC-EAST,176179,42269
2026-02-01,V-BER-12,DC-CEN,137028,32876
2026-02-01,V-BER-12,DC-WEST,78302,18786
2026-02-01,V-TRO-12,DC-EAST,137908,28983
2026-02-01,V-TRO-12,DC-CEN,107262,22542
2026-02-01,V-TRO-12,DC-WEST,61292,12881
2026-02-01,V-CIT-24,DC-EAST,148831,31927
2026-02-01,V-CIT-24,DC-CEN,115757,24832
2026-02-01,V-CIT-24,DC-WEST,66147,14190
2026-02-01,V-BER-24,DC-EAST,119586,26042
2026-02-01,V-BER-24,DC-CEN,93011,20255
2026-02-01,V-BER-24,DC-WEST,53149,11574
2026-02-01,V-GIN-12,DC-EAST,94589,20715
2026-02-01,V-GIN-12,DC-CEN,73569,16112
2026-02-01,V-GIN-12,DC-WEST,42039,9207
2026-02-01,V-MEL-24,DC-EAST,167244,23175
2026-02-01,V-MEL-24,DC-CEN,130078,18025
2026-02-01,V-MEL-24,DC-WEST,74331,10300
2026-02-01,V-COC-24,DC-EAST,101299,21292
2026-02-01,V-COC-24,DC-CEN,78788,16560
2026-02-01,V-COC-24,DC-WEST,45022,9463
2026-03-01,V-CIT-12,DC-EAST,0,62073
2026-03-01,V-CIT-12,DC-CEN,0,48279
2026-03-01,V-CIT-12,DC-WEST,0,27588
2026-03-01,V-BER-12,DC-EAST,178982,43812
2026-03-01,V-BER-12,DC-CEN,139208,34076
2026-03-01,V-BER-12,DC-WEST,79548,19472
2026-03-01,V-TRO-12,DC-EAST,140762,30208
2026-03-01,V-TRO-12,DC-CEN,109481,23495
2026-03-01,V-TRO-12,DC-WEST,62561,13426
2026-03-01,V-CIT-24,DC-EAST,151663,34372
2026-03-01,V-CIT-24,DC-CEN,117960,26734
2026-03-01,V-CIT-24,DC-WEST,67406,15277
2026-03-01,V-BER-24,DC-EAST,120377,27479
2026-03-01,V-BER-24,DC-CEN,93626,21373
2026-03-01,V-BER-24,DC-WEST,53501,12213
2026-03-01,V-GIN-12,DC-EAST,96595,21572
2026-03-01,V-GIN-12,DC-CEN,75129,16779
2026-03-01,V-GIN-12,DC-WEST,42931,9588
2026-03-01,V-MEL-24,DC-EAST,174652,24222
2026-03-01,V-MEL-24,DC-CEN,135840,18839
2026-03-01,V-MEL-24,DC-WEST,77623,10765
2026-03-01,V-COC-24,DC-EAST,102804,22551
2026-03-01,V-COC-24,DC-CEN,79958,17540
2026-03-01,V-COC-24,DC-WEST,45691,10023
2026-04-01,V-CIT-12,DC-EAST,0,65151
2026-04-01,V-CIT-12,DC-CEN,0,50673
2026-04-01,V-CIT-12,DC-WEST,0,28956
2026-04-01,V-BER-12,DC-EAST,179459,45247
2026-04-01,V-BER-12,DC-CEN,139579,35192
2026-04-01,V-BER-12,DC-WEST,79760,20110
2026-04-01,V-TRO-12,DC-EAST,143499,31238
2026-04-01,V-TRO-12,DC-CEN,111610,24297
2026-04-01,V-TRO-12,DC-WEST,63777,13884
2026-04-01,V-CIT-24,DC-EAST,156467,34912
2026-04-01,V-CIT-24,DC-CEN,121696,27154
2026-04-01,V-CIT-24,DC-WEST,69541,15516
2026-04-01,V-BER-24,DC-EAST,122481,28338
2026-04-01,V-BER-24,DC-CEN,95263,22041
2026-04-01,V-BER-24,DC-WEST,54436,12595
2026-04-01,V-GIN-12,DC-EAST,98851,22903
2026-04-01,V-GIN-12,DC-CEN,76884,17814
2026-04-01,V-GIN-12,DC-WEST,43934,10179
2026-04-01,V-MEL-24,DC-EAST,181471,24445
2026-04-01,V-MEL-24,DC-CEN,141144,19013
2026-04-01,V-MEL-24,DC-WEST,80654,10865
2026-04-01,V-COC-24,DC-EAST,105873,23107
2026-04-01,V-COC-24,DC-CEN,82346,17972
2026-04-01,V-COC-24,DC-WEST,47055,10270
2026-05-01,V-CIT-12,DC-EAST,0,68070
2026-05-01,V-CIT-12,DC-CEN,0,52944
2026-05-01,V-CIT-12,DC-WEST,0,30254
2026-05-01,V-BER-12,DC-EAST,184648,47995
2026-05-01,V-BER-12,DC-CEN,143615,37329
2026-05-01,V-BER-12,DC-WEST,82066,21331
2026-05-01,V-TRO-12,DC-EAST,147215,32630
2026-05-01,V-TRO-12,DC-CEN,114501,25379
2026-05-01,V-TRO-12,DC-WEST,65429,14502
2026-05-01,V-CIT-24,DC-EAST,160497,36686
2026-05-01,V-CIT-24,DC-CEN,124831,28534
2026-05-01,V-CIT-24,DC-WEST,71332,16305
2026-05-01,V-BER-24,DC-EAST,123298,29357
2026-05-01,V-BER-24,DC-CEN,95899,22833
2026-05-01,V-BER-24,DC-WEST,54799,13048
2026-05-01,V-GIN-12,DC-EAST,100881,23322
2026-05-01,V-GIN-12,DC-CEN,78463,18139
2026-05-01,V-GIN-12,DC-WEST,44836,10365
2026-05-01,V-MEL-24,DC-EAST,191644,25356
2026-05-01,V-MEL-24,DC-CEN,149056,19721
2026-05-01,V-MEL-24,DC-WEST,85175,11269
2026-05-01,V-COC-24,DC-EAST,107652,23996
2026-05-01,V-COC-24,DC-CEN,83729,18663
2026-05-01,V-COC-24,DC-WEST,47845,10665
2026-06-01,V-CIT-12,DC-EAST,0,71363
2026-06-01,V-CIT-12,DC-CEN,0,55504
2026-06-01,V-CIT-12,DC-WEST,0,31717
2026-06-01,V-BER-12,DC-EAST,186269,50520
2026-06-01,V-BER-12,DC-CEN,144876,39293
2026-06-01,V-BER-12,DC-WEST,82786,22453
2026-06-01,V-TRO-12,DC-EAST,152773,34040
2026-06-01,V-TRO-12,DC-CEN,118823,26475
2026-06-01,V-TRO-12,DC-WEST,67899,15129
2026-06-01,V-CIT-24,DC-EAST,164861,38106
2026-06-01,V-CIT-24,DC-CEN,128226,29638
2026-06-01,V-CIT-24,DC-WEST,73272,16936
2026-06-01,V-BER-24,DC-EAST,123677,30596
2026-06-01,V-BER-24,DC-CEN,96193,23797
2026-06-01,V-BER-24,DC-WEST,54967,13598
2026-06-01,V-GIN-12,DC-EAST,103744,24385
2026-06-01,V-GIN-12,DC-CEN,80690,18966
2026-06-01,V-GIN-12,DC-WEST,46109,10838
2026-06-01,V-MEL-24,DC-EAST,200381,26396
2026-06-01,V-MEL-24,DC-CEN,155852,20530
2026-06-01,V-MEL-24,DC-WEST,89058,11732
2026-06-01,V-COC-24,DC-EAST,111889,24972
2026-06-01,V-COC-24,DC-CEN,87025,19422
2026-06-01,V-COC-24,DC-WEST,49728,11099
2026-07-01,V-CIT-12,DC-EAST,0,73764
2026-07-01,V-CIT-12,DC-CEN,0,57372
2026-07-01,V-CIT-12,DC-WEST,0,32784
2026-07-01,V-BER-12,DC-EAST,194767,51669
2026-07-01,V-BER-12,DC-CEN,151485,40187
2026-07-01,V-BER-12,DC-WEST,86563,22964
2026-07-01,V-TRO-12,DC-EAST,155132,34134
2026-07-01,V-TRO-12,DC-CEN,120658,26549
2026-07-01,V-TRO-12,DC-WEST,68948,15171
2026-07-01,V-CIT-24,DC-EAST,169038,39315
2026-07-01,V-CIT-24,DC-CEN,131474,30578
2026-07-01,V-CIT-24,DC-WEST,75128,17473
2026-07-01,V-BER-24,DC-EAST,127370,31857
2026-07-01,V-BER-24,DC-CEN,99066,24778
2026-07-01,V-BER-24,DC-WEST,56609,14159
2026-07-01,V-GIN-12,DC-EAST,104538,25099
2026-07-01,V-GIN-12,DC-CEN,81308,19522
2026-07-01,V-GIN-12,DC-WEST,46462,11155
2026-07-01,V-MEL-24,DC-EAST,209988,26025
2026-07-01,V-MEL-24,DC-CEN,163324,20242
2026-07-01,V-MEL-24,DC-WEST,93328,11567
2026-07-01,V-COC-24,DC-EAST,116251,25778
2026-07-01,V-COC-24,DC-CEN,90418,20049
2026-07-01,V-COC-24,DC-WEST,51667,11457
2026-08-01,V-CIT-12,DC-EAST,0,71442
2026-08-01,V-CIT-12,DC-CEN,0,55566
2026-08-01,V-CIT-12,DC-WEST,0,31752
2026-08-01,V-BER-12,DC-EAST,198639,50205
2026-08-01,V-BER-12,DC-CEN,154497,39048
2026-08-01,V-BER-12,DC-WEST,88284,22313
2026-08-01,V-TRO-12,DC-EAST,159657,34203
2026-08-01,V-TRO-12,DC-CEN,124178,26603
2026-08-01,V-TRO-12,DC-WEST,70959,15202
2026-08-01,V-CIT-24,DC-EAST,174239,38306
2026-08-01,V-CIT-24,DC-CEN,135520,29794
2026-08-01,V-CIT-24,DC-WEST,77440,17025
2026-08-01,V-BER-24,DC-EAST,127882,30203
2026-08-01,V-BER-24,DC-CEN,99464,23491
2026-08-01,V-BER-24,DC-WEST,56836,13424
2026-08-01,V-GIN-12,DC-EAST,106633,24513
2026-08-01,V-GIN-12,DC-CEN,82937,19066
2026-08-01,V-GIN-12,DC-WEST,47393,10895
2026-08-01,V-MEL-24,DC-EAST,222062,25335
2026-08-01,V-MEL-24,DC-CEN,172715,19705
2026-08-01,V-MEL-24,DC-WEST,98694,11260
2026-08-01,V-COC-24,DC-EAST,117521,24226
2026-08-01,V-COC-24,DC-CEN,91405,18842
2026-08-01,V-COC-24,DC-WEST,52232,10767
